Facility Name,Facility ID,Unit ID
Blue Lake Generating Plant,8027,7
Blue Lake Generating Plant,8027,8
Sycamore Combustion Turbine,8029,1
Sycamore Combustion Turbine,8029,2
Emery Station,8031,11
Emery Station,8031,12
Clifton Station,8037,CL1
Belews Creek,8042,1
Belews Creek,8042,2
Anclote,8048,1
Anclote,8048,2
Intercession City,8049,**10
Intercession City,8049,**11
Intercession City,8049,**12
Intercession City,8049,**13
Intercession City,8049,**14
Intercession City,8049,**7
Intercession City,8049,**8
Intercession City,8049,**9
Pouch Terminal,8053,PT01
Gerald Andrus,8054,1
Waterford 1 & 2,8056,1
Waterford 1 & 2,8056,2
Waterford 1 & 2,8056,4
Comanche (8059),8059,7251
Comanche (8059),8059,7252
Decordova,8063,CT1
Decordova,8063,CT2
Decordova,8063,CT3
Decordova,8063,CT4
Jim Bridger,8066,BW71
Jim Bridger,8066,BW72
Jim Bridger,8066,BW73
Jim Bridger,8066,BW74
Santan,8068,5A
Santan,8068,5B
Santan,8068,6A
Huntington,8069,1
Huntington,8069,2
Gen J M Gavin,8102,1
Gen J M Gavin,8102,2
Ray D Nixon,8219,1
Ray D Nixon,8219,2
Ray D Nixon,8219,3
Coyote,8222,B1
Springerville Generating Station,8223,1
Springerville Generating Station,8223,2
Springerville Generating Station,8223,4
Springerville Generating Station,8223,TS3
North Valmy,8224,1
North Valmy,8224,2
Astoria Generating Station,8906,20
Astoria Generating Station,8906,31RH
Astoria Generating Station,8906,32SH
Astoria Generating Station,8906,51RH
Astoria Generating Station,8906,52SH
Astoria Generating Station,8906,CT0001
"RED-Rochester, LLC-Eastman Business Park",10025,4B
Energy Center Dover LLC,10030,2
Energy Center Dover LLC,10030,3
"Calpine Gilroy Cogen, LP",10034,S-100
Gilberton Power Company,10113,031
Gilberton Power Company,10113,032
Colver Green Energy,10143,AAB01
Grant Town Power Plant,10151,1A
Grant Town Power Plant,10151,1B
"Fresno Cogeneration Partners, LP",10156,GEN1
Carson Cogeneration Company,10169,D1
MBTA South Boston Power Facility,10176,A
MBTA South Boston Power Facility,10176,B
"Castleton Power, LLC",10190,1
King City Power Plant,10294,2
King City Power Plant,10294,GTG
Air Liquide Bayport Complex,10298,CG801
Air Liquide Bayport Complex,10298,CG802
Air Liquide Bayport Complex,10298,CG803
Air Liquide Bayport Complex,10298,CG804
Bellingham,10307,1
Bellingham,10307,2
Sayreville Power LP,10308,1001
Sayreville Power LP,10308,1002
Mt. Carmel Cogeneration,10343,SG-101
Yuba City Energy Center,10349,2
Greenleaf One,10350,CTGA
Greenleaf One,10350,CTGB
Kingsburg Cogen Facility,10405,1
Craven County Wood Energy,10525,ES5A
"Ahlstrom Power Windsor Locks, LLC",10567,GT1
Ebensburg Power Company,10603,031
"Beaver Falls, LLC",10617,1
Allegany Station No. 133,10619,00001
Carthage Energy,10620,1
"Syracuse, LLC",10621,1
Hopewell Cogeneration Facility,10633,1
Hopewell Cogeneration Facility,10633,2
Hopewell Cogeneration Facility,10633,3
Bear Mountain Limited,10649,GT1
Badger Creek Limited,10650,GT1
River Valley,10671,1A
River Valley,10671,1B
River Valley,10671,2A
River Valley,10671,2B
Brush Power Projects,10682,GT2
Brush Power Projects,10682,GT4
Brush Power Projects,10682,GT5
Selkirk Cogen Partners,10725,CTG101
Selkirk Cogen Partners,10725,CTG201
Selkirk Cogen Partners,10725,CTG301
MASSPOWER,10726,1
MASSPOWER,10726,2
Morgantown Energy Facility,10743,CFB1
Morgantown Energy Facility,10743,CFB2
Midland Cogeneration Venture,10745,003
Midland Cogeneration Venture,10745,004
Midland Cogeneration Venture,10745,005
Midland Cogeneration Venture,10745,006
Midland Cogeneration Venture,10745,7
Midland Cogeneration Venture,10745,8
Midland Cogeneration Venture,10745,9
Midland Cogeneration Venture,10745,10
Midland Cogeneration Venture,10745,11
Midland Cogeneration Venture,10745,12
Midland Cogeneration Venture,10745,13
Midland Cogeneration Venture,10745,14
Midland Cogeneration Venture,10745,16
Midland Cogeneration Venture,10745,17
Midland Cogeneration Venture,10745,18
Midland Cogeneration Venture,10745,19
Midland Cogeneration Venture,10745,20
Midland Cogeneration Venture,10745,21
"Camden Plant Holding, LLC",10751,2001
Las Vegas Generating Station,10761,1
Las Vegas Generating Station,10761,2
Las Vegas Generating Station,10761,3
Las Vegas Generating Station,10761,4
Las Vegas Generating Station,10761,5
Hopewell Power Station,10771,1
Hopewell Power Station,10771,2
Altavista Power Station,10773,1
Altavista Power Station,10773,2
Southampton Power Station,10774,1
Southampton Power Station,10774,2
E. F. Oxnard Energy Facility,10776,GTG
AG - Energy,10803,1
AG - Energy,10803,2
"E F Kenilworth, Inc.",10805,002001
Grayling Generating Station,10822,1
Deer Island Treatment,10823,S42
Deer Island Treatment,10823,S43
Northshore Mining Silver Bay Power,10849,PB1
Northshore Mining Silver Bay Power,10849,PB2
Archer Daniels Midland Co.,10865,FBC1
Archer Daniels Midland Co.,10865,FBC2
Archer Daniels Midland Co.,10865,FBC3
Archer Daniels Midland Co.,10865,FBC4
Archer Daniels Midland Co.,10865,FBC5
Archer Daniels Midland Co.,10865,FBC6
Archer Daniels Midland Co.,10865,FBC7
Archer Daniels Midland Co.,10865,FBC8
Archer Daniels Midland Co.,10865,FBC9
Archer Daniels Midland Co.,10865,GB1
Archer Daniels Midland Co.,10865,GB2
Hazleton Generation,10870,TURB2
Hazleton Generation,10870,TURB3
Hazleton Generation,10870,TURB4
Hazleton Generation,10870,TURBIN
Pittsfield Generating,50002,1
Pittsfield Generating,50002,2
Pittsfield Generating,50002,3
Linden Cogeneration Facility,50006,004001
Linden Cogeneration Facility,50006,005001
Linden Cogeneration Facility,50006,006001
Linden Cogeneration Facility,50006,007001
Linden Cogeneration Facility,50006,008001
Linden Cogeneration Facility,50006,009001
Nelson Industrial Steam Company,50030,1A
Nelson Industrial Steam Company,50030,2A
Paris Energy Center,50109,HRSG1
Paris Energy Center,50109,HRSG2
New Gulf Power Facility,50137,1
Purdue University-Wade Utility,50240,2
Purdue University-Wade Utility,50240,3
Purdue University-Wade Utility,50240,5
Purdue University-Wade Utility,50240,7
Bucksport Generation LLC,50243,GEN4
PEI Power Corporation,50279,2
Bethpage Energy Center,50292,GT1
Bethpage Energy Center,50292,GT2
Bethpage Energy Center,50292,GT3
Bethpage Energy Center,50292,GT4
Pixelle Specialty Solutions,50397,036
Indeck-Silver Springs Energy Center,50449,1
Indeck-Oswego Energy Center,50450,1
Indeck-Yerkes Energy Center,50451,1
Indeck-Corinth Energy Center,50458,1
Covanta Niagara,50472,R1B01
Covanta Niagara,50472,R1B02
Axiall Corporation Natrium Plant,50491,001
Axiall Corporation Natrium Plant,50491,002
Axiall Corporation Natrium Plant,50491,003
Rosemary Power Station,50555,1
Rosemary Power Station,50555,2
Frontier Generating Station,50558,CC01
Eagle Point Power Generation,50561,0001
Eagle Point Power Generation,50561,0002
Vicinity Energy Philadelphia- Schuylkill,50607,23
Vicinity Energy Philadelphia- Schuylkill,50607,26
Vicinity Energy Philadelphia- Schuylkill,50607,RSB1
Vicinity Energy Philadelphia- Schuylkill,50607,RSB2
"Rausch Creek Generation, LLC",50611,031
McKittrick Limited,50612,GT1
ExxonMobil Beaumont Refinery,50625,61STK1
ExxonMobil Beaumont Refinery,50625,61STK2
ExxonMobil Beaumont Refinery,50625,61STK3
J M Shafer,50707,S001
J M Shafer,50707,S002
J M Shafer,50707,S003
J M Shafer,50707,S004
J M Shafer,50707,S005
US Steel (Edgar Thomson),50732,ETBLR1
US Steel (Edgar Thomson),50732,ETBLR2
US Steel (Edgar Thomson),50732,ETBLR3
Sterling Power Plant,50744,00001
Panther Creek Energy Facility,50776,1
Panther Creek Energy Facility,50776,2
"Odyssey Energy Altura Cogen, LLC",50815,ENG101
"Odyssey Energy Altura Cogen, LLC",50815,ENG201
"Odyssey Energy Altura Cogen, LLC",50815,ENG301
"Odyssey Energy Altura Cogen, LLC",50815,ENG401
"Odyssey Energy Altura Cogen, LLC",50815,ENG501
"Odyssey Energy Altura Cogen, LLC",50815,ENG601
TES Filer City Station,50835,1
TES Filer City Station,50835,2
Salinas River Cogeneration Facility,50865,1
Northampton Generating Plant,50888,NGC01
WestRock Virginia Corp Covington Ops,50900,001
WestRock Virginia Corp Covington Ops,50900,004
Hardee Power Station,50949,CT2B
Sunnyside Cogeneration Associates,50951,1
Scrubgrass Generating Plant,50974,1
Scrubgrass Generating Plant,50974,2
Carr Street Generating Station,50978,A
Carr Street Generating Station,50978,B
Ocean State Power,51030,1
Ocean State Power,51030,2
Doswell Limited Partnership,52019,501
Doswell Limited Partnership,52019,502
Doswell Limited Partnership,52019,601
Doswell Limited Partnership,52019,602
Doswell Limited Partnership,52019,CT1
Doswell Limited Partnership,52019,CT2
Doswell Limited Partnership,52019,CT3
Dartmouth Power,52026,1
Dartmouth Power,52026,2
Elizabeth River Combustion Turbine Sta,52087,CT-1
Elizabeth River Combustion Turbine Sta,52087,CT-2
Elizabeth River Combustion Turbine Sta,52087,CT-3
Texas City Cogeneration,52088,GT-A
Texas City Cogeneration,52088,GT-B
Texas City Cogeneration,52088,GT-C
Merck & Company - West Point,52149,039
Merck & Company - West Point,52149,040
C. R. Wing Cogeneration Plant,52176,1
C. R. Wing Cogeneration Plant,52176,2
Delaware City Refinery,52193,DCPP4
Rensselaer Cogen,54034,1GTDBS
Lockport,54041,011854
Lockport,54041,011855
Lockport,54041,011856
Indeck-Olean Energy Center,54076,1
"Spruance Operating Services, LLC",54081,BLR03A
"Spruance Operating Services, LLC",54081,BLR03B
"Spruance Operating Services, LLC",54081,BLR04A
"Spruance Operating Services, LLC",54081,BLR04B
Ticonderoga Mill,54099,000044
KIAC Cogeneration,54114,GT1
KIAC Cogeneration,54114,GT2
"World Generation X, LLC",54131,NTCT1
Nissequogue Energy Center,54149,1
DTE Stockton,54238,BIOMS1
Saguaro,54271,A01
Saguaro,54271,A02
Ocean State Power II,54324,3
Ocean State Power II,54324,4
Nevada Cogeneration Associates #1,54350,A001
Nevada Cogeneration Associates #1,54350,A002
Nevada Cogeneration Associates #1,54350,A003
Orange Cogeneration Facility,54365,1
Orange Cogeneration Facility,54365,2
Cadillac Renewable Energy,54415,EUBLR
Mulberry Cogeneration Facility,54426,1
Orlando CoGen,54466,1
Sumas Generating Station,54476,CT-1
Ferndale Generating Station,54537,CT-1A
Ferndale Generating Station,54537,CT-1B
Independence,54547,1
Independence,54547,2
Independence,54547,3
Independence,54547,4
Ingredion Incorporated Argo Plant,54556,B06
Ingredion Incorporated Argo Plant,54556,B07
Ingredion Incorporated Argo Plant,54556,B08
Ingredion Incorporated Argo Plant,54556,B10
"Saranac Power Partners, LP",54574,00001
"Saranac Power Partners, LP",54574,00002
"Tanner Street Generation, LLC",54586,2
Massena Energy Facility,54592,001
Batavia Energy,54593,1
"Pratt & Whitney, East Hartford",54605,1
St. Nicholas Cogeneration Project,54634,1
Lakewood,54640,1001
Lakewood,54640,2001
Yuma Cogeneration Associates,54694,4101
Goal Line,54749,1
Genesee Power Station,54751,1
Hermiston,54761,1
Hermiston,54761,2
Live Oak Limited,54768,GT1
Grays Ferry Cogen Partnership,54785,2
Grays Ferry Cogen Partnership,54785,25
"American Sugar Refining, Inc.",54795,C6
"Milford Power, LLC",54805,1
Johnson County Generation Facility,54817,EAST
Brandywine Power Facility,54832,1
Brandywine Power Facility,54832,2
Gordonsville Power Station,54844,1
Gordonsville Power Station,54844,2
Sun Peak Generating Station,54854,3
Sun Peak Generating Station,54854,4
Sun Peak Generating Station,54854,5
Brooklyn Navy Yard Cogeneration,54914,1
Brooklyn Navy Yard Cogeneration,54914,2
Michigan Power Limited Partnership,54915,1
Cottage Grove Cogeneration,55010,1
Whitewater Cogeneration Facility,55011,1
Sweeny Cogeneration Facility,55015,1
Sweeny Cogeneration Facility,55015,2
Sweeny Cogeneration Facility,55015,3
Sweeny Cogeneration Facility,55015,4
Dighton,55026,1
Depere Energy Center,55029,B01
Rio Bravo Generating Station,55039,GT-1
Mid-Georgia Cogeneration,55040,1
Mid-Georgia Cogeneration,55040,2
Berkshire Power,55041,1
Bridgeport Energy,55042,BE1
Bridgeport Energy,55042,BE2
Cherokee County Cogen,55043,CCCP1
Pasadena Power Plant,55047,CG-1
Pasadena Power Plant,55047,CG-2
Pasadena Power Plant,55047,CG-3
"Tiverton Power, LLC",55048,1
Tenaska Georgia Generating Station,55061,CT1
Tenaska Georgia Generating Station,55061,CT2
Tenaska Georgia Generating Station,55061,CT3
Tenaska Georgia Generating Station,55061,CT4
Tenaska Georgia Generating Station,55061,CT5
Tenaska Georgia Generating Station,55061,CT6
Tenaska Frontier Generating Station,55062,1
Tenaska Frontier Generating Station,55062,2
Tenaska Frontier Generating Station,55062,3
Batesville Generation Facility,55063,1
Batesville Generation Facility,55063,2
Batesville Generation Facility,55063,3
Blackhawk Station,55064,1
Blackhawk Station,55064,2
Mustang Station,55065,1
Mustang Station,55065,2
Maine Independence Station,55068,1
Maine Independence Station,55068,2
Pine Bluff Energy Center,55075,CT-1
Red Hills Generation Facility,55076,AA001
Red Hills Generation Facility,55076,AA002
Desert Star Energy Center,55077,EDE1
Desert Star Energy Center,55077,EDE2
Millennium Power,55079,1
Brownsville Combustion Turbine Plant,55081,AA-001
Brownsville Combustion Turbine Plant,55081,AA-002
Brownsville Combustion Turbine Plant,55081,AA-003
Brownsville Combustion Turbine Plant,55081,AA-004
Gregory Power Facility,55086,101
Gregory Power Facility,55086,102
Zeeland Generating Station,55087,CC1
Zeeland Generating Station,55087,CC2
Zeeland Generating Station,55087,CC3
Zeeland Generating Station,55087,CC4
Dearborn Industrial Generation,55088,BL1100
Dearborn Industrial Generation,55088,BL2100
Dearborn Industrial Generation,55088,BL3100
Dearborn Industrial Generation,55088,GT2100
Dearborn Industrial Generation,55088,GT3100
Dearborn Industrial Generation,55088,GTP1
Taft Cogeneration Facility,55089,CT1
Taft Cogeneration Facility,55089,CT2
Taft Cogeneration Facility,55089,CT3
Midlothian Energy,55091,STK1
Midlothian Energy,55091,STK2
Midlothian Energy,55091,STK3
Midlothian Energy,55091,STK4
Midlothian Energy,55091,STK5
Midlothian Energy,55091,STK6
Lamar Power Plant,55097,1
Lamar Power Plant,55097,2
Lamar Power Plant,55097,3
Lamar Power Plant,55097,4
Frontera Generation Facility,55098,1
Frontera Generation Facility,55098,2
Rumford Power,55100,1
Kalamazoo River Generating Station,55101,1
Livingston Generating Station,55102,1
Livingston Generating Station,55102,2
Livingston Generating Station,55102,3
Livingston Generating Station,55102,4
Klamath Cogeneration Project,55103,CT1
Klamath Cogeneration Project,55103,CT2
Rhode Island State Energy Center,55107,RISEP1
Rhode Island State Energy Center,55107,RISEP2
"Rocky Road Power, LLC",55109,T1
"Rocky Road Power, LLC",55109,T2
"Rocky Road Power, LLC",55109,T3
"Rocky Road Power, LLC",55109,T4
Madison Generating Station,55110,1
Madison Generating Station,55110,2
Madison Generating Station,55110,3
Madison Generating Station,55110,4
Madison Generating Station,55110,5
Madison Generating Station,55110,6
Madison Generating Station,55110,7
Madison Generating Station,55110,8
Vermillion Generating Station,55111,1
Vermillion Generating Station,55111,2
Vermillion Generating Station,55111,3
Vermillion Generating Station,55111,4
Vermillion Generating Station,55111,5
Vermillion Generating Station,55111,6
Vermillion Generating Station,55111,7
Vermillion Generating Station,55111,8
Calpine Sutter Energy Center,55112,CT01
Calpine Sutter Energy Center,55112,CT02
Rockingham County Combustion Turbine,55116,CT1
Rockingham County Combustion Turbine,55116,CT2
Rockingham County Combustion Turbine,55116,CT3
Rockingham County Combustion Turbine,55116,CT4
Rockingham County Combustion Turbine,55116,CT5
R S Cogen LLC,55117,RS-5
R S Cogen LLC,55117,RS-6
SRO Cogen Limited Partnership,55120,CTG-1
SRO Cogen Limited Partnership,55120,CTG-2
Magic Valley Generating Station,55123,CTG-1
Magic Valley Generating Station,55123,CTG-2
Griffith Energy Project,55124,P1
Griffith Energy Project,55124,P2
Milford Power Company LLC,55126,CT01
Milford Power Company LLC,55126,CT02
Manchief Generating Station,55127,CT1
Manchief Generating Station,55127,CT2
Walton County Power,55128,T1
Walton County Power,55128,T2
Walton County Power,55128,T3
Desert Basin Generating Station,55129,DBG1
Desert Basin Generating Station,55129,DBG2
Desert Basin Generating Station,55129,DBG4
Desert Basin Generating Station,55129,DBG5
Kendall Energy Facility,55131,GTG-1
Kendall Energy Facility,55131,GTG-2
Kendall Energy Facility,55131,GTG-3
Kendall Energy Facility,55131,GTG-4
Tenaska Gateway Generating Station,55132,OGTDB1
Tenaska Gateway Generating Station,55132,OGTDB2
Tenaska Gateway Generating Station,55132,OGTDB3
Neenah Energy Facility,55135,CT01
Neenah Energy Facility,55135,CT02
"Rio Nogales Power Project, LP",55137,CTG-1
"Rio Nogales Power Project, LP",55137,CTG-2
"Rio Nogales Power Project, LP",55137,CTG-3
Walton Discover Power Facility,55138,1A
Walton Discover Power Facility,55138,1B
Walton Discover Power Facility,55138,2A
Walton Discover Power Facility,55138,2B
Wolf Hollow Generating Station,55139,CTG1
Wolf Hollow Generating Station,55139,CTG2
Hawk Road Energy Facility,55141,CT1
Hawk Road Energy Facility,55141,CT2
Hawk Road Energy Facility,55141,CT3
Hays Energy Facility,55144,STK1
Hays Energy Facility,55144,STK2
Hays Energy Facility,55144,STK3
Hays Energy Facility,55144,STK4
"Green Country Energy, LLC",55146,CTGEN1
"Green Country Energy, LLC",55146,CTGEN2
"Green Country Energy, LLC",55146,CTGEN3
Worthington Generation,55148,1
Worthington Generation,55148,2
Worthington Generation,55148,3
Worthington Generation,55148,4
Lake Road Generating Company,55149,LRG1
Lake Road Generating Company,55149,LRG2
Lake Road Generating Company,55149,LRG3
La Paloma Generating Plant,55151,CTG-1
La Paloma Generating Plant,55151,CTG-2
La Paloma Generating Plant,55151,CTG-3
La Paloma Generating Plant,55151,CTG-4
Guadalupe Generating Station,55153,CTG-1
Guadalupe Generating Station,55153,CTG-2
Guadalupe Generating Station,55153,CTG-3
Guadalupe Generating Station,55153,CTG-4
Lost Pines 1,55154,1
Lost Pines 1,55154,2
Bluegrass Generating Station,55164,GTG1
Bluegrass Generating Station,55164,GTG2
Bluegrass Generating Station,55164,GTG3
Calcasieu Plant,55165,GTG1
Calcasieu Plant,55165,GTG2
Broad River Energy Center,55166,CT-1
Broad River Energy Center,55166,CT-2
Broad River Energy Center,55166,CT-3
Broad River Energy Center,55166,CT-4
Broad River Energy Center,55166,CT-5
Bastrop Clean Energy Center,55168,CTG-1A
Bastrop Clean Energy Center,55168,CTG-1B
Granite Ridge Energy,55170,0001
Granite Ridge Energy,55170,0002
Bosque County Power Plant,55172,GT-1
Bosque County Power Plant,55172,GT-2
Bosque County Power Plant,55172,GT-3
Acadia Power Station,55173,CT1
Acadia Power Station,55173,CT2
Acadia Power Station,55173,CT3
Acadia Power Station,55173,CT4
Eastman Cogeneration Facility,55176,1
Eastman Cogeneration Facility,55176,2
"South Point Energy Center, LLC",55177,A
"South Point Energy Center, LLC",55177,B
Dogwood Energy Facility,55178,CT-1
Dogwood Energy Facility,55178,CT-2
"Rathdrum Power, LLC",55179,CTGEN1
Sunrise Power Company,55182,CTG1
Sunrise Power Company,55182,CTG2
Nelson Energy Center,55183,1
Nelson Energy Center,55183,2
Channelview Cogeneration Facility,55187,CHV1
Channelview Cogeneration Facility,55187,CHV2
Channelview Cogeneration Facility,55187,CHV3
Channelview Cogeneration Facility,55187,CHV4
Cordova Energy Company,55188,1
Cordova Energy Company,55188,2
Osceola,55192,OSC1
Osceola,55192,OSC2
Osceola,55192,OSC3
Ontelaunee Energy Center,55193,CT1
Ontelaunee Energy Center,55193,CT2
Springdale Generating Station (55196),55196,1
Springdale Generating Station (55196),55196,2
Caledonia,55197,AA-001
Caledonia,55197,AA-002
Caledonia,55197,AA-003
Riverside Generating Company,55198,GTG101
Riverside Generating Company,55198,GTG201
Riverside Generating Company,55198,GTG301
Riverside Generating Company,55198,GTG401
Riverside Generating Company,55198,GTG501
Elwood Energy Facility,55199,1
Elwood Energy Facility,55199,2
Elwood Energy Facility,55199,3
Elwood Energy Facility,55199,4
Elwood Energy Facility,55199,5
Elwood Energy Facility,55199,6
Elwood Energy Facility,55199,7
Elwood Energy Facility,55199,8
Elwood Energy Facility,55199,9
Arapahoe Combustion Turbine Facility,55200,CT5
Arapahoe Combustion Turbine Facility,55200,CT6
"Gibson City Energy Center, LLC",55201,GCTG1
"Gibson City Energy Center, LLC",55201,GCTG2
Pinckneyville Power Plant,55202,CT01
Pinckneyville Power Plant,55202,CT02
Pinckneyville Power Plant,55202,CT03
Pinckneyville Power Plant,55202,CT04
Pinckneyville Power Plant,55202,CT05
Pinckneyville Power Plant,55202,CT06
Pinckneyville Power Plant,55202,CT07
Pinckneyville Power Plant,55202,CT08
Kinmundy Power Plant,55204,KCTG1
Kinmundy Power Plant,55204,KCTG2
Corpus Christi Energy Center,55206,CU1
Corpus Christi Energy Center,55206,CU2
Valmont Combustion Turbine Facility,55207,CT7
Valmont Combustion Turbine Facility,55207,CT8
Afton Generating Station,55210,0001
Bellingham Power Generation LLC,55211,1
Bellingham Power Generation LLC,55211,2
Blackstone Power Generation LLC,55212,1
Blackstone Power Generation LLC,55212,2
Odessa Ector Generating Station,55215,GT1
Odessa Ector Generating Station,55215,GT2
Odessa Ector Generating Station,55215,GT3
Odessa Ector Generating Station,55215,GT4
"Morris Cogeneration, LLC",55216,CTG1
"Morris Cogeneration, LLC",55216,CTG2
"Morris Cogeneration, LLC",55216,CTG3
"Los Medanos Energy Center, LLC",55217,X724
"Los Medanos Energy Center, LLC",55217,X725
Hinds Energy Facility,55218,2
Hinds Energy Facility,55218,H01
Hinds Energy Facility,55218,H02
Attala Generating Plant,55220,A01
Attala Generating Plant,55220,A02
Oswald Generating Station,55221,G1
Oswald Generating Station,55221,G2
Oswald Generating Station,55221,G3
Oswald Generating Station,55221,G4
Oswald Generating Station,55221,G5
Oswald Generating Station,55221,G6
Oswald Generating Station,55221,G7
Lincoln Generating Facility,55222,CTG-1
Lincoln Generating Facility,55222,CTG-2
Lincoln Generating Facility,55222,CTG-3
Lincoln Generating Facility,55222,CTG-4
Lincoln Generating Facility,55222,CTG-5
Lincoln Generating Facility,55222,CTG-6
Lincoln Generating Facility,55222,CTG-7
Lincoln Generating Facility,55222,CTG-8
"Ennis Power Company, LLC",55223,GT-1
Wheatland Generating Facility LLC,55224,EU-01
Wheatland Generating Facility LLC,55224,EU-02
Wheatland Generating Facility LLC,55224,EU-03
Wheatland Generating Facility LLC,55224,EU-04
Oneta Energy Center,55225,CTG-1
Oneta Energy Center,55225,CTG-2
Oneta Energy Center,55225,CTG-3
Oneta Energy Center,55225,CTG-4
Freestone Power Generation,55226,GT1
Freestone Power Generation,55226,GT2
Freestone Power Generation,55226,GT3
Freestone Power Generation,55226,GT4
Greenville Electric Gen Station,55228,G1CT1
Greenville Electric Gen Station,55228,G1CT2
Greenville Electric Gen Station,55228,G2CT1
Greenville Electric Gen Station,55228,G2CT2
Greenville Electric Gen Station,55228,G3CT1
Greenville Electric Gen Station,55228,G3CT2
Greenville Electric Gen Station,55228,G4CT1
Greenville Electric Gen Station,55228,G4CT2
Montpelier Electric Gen Station,55229,G1CT1
Montpelier Electric Gen Station,55229,G1CT2
Montpelier Electric Gen Station,55229,G2CT1
Montpelier Electric Gen Station,55229,G2CT2
Montpelier Electric Gen Station,55229,G3CT1
Montpelier Electric Gen Station,55229,G3CT2
Montpelier Electric Gen Station,55229,G4CT1
Montpelier Electric Gen Station,55229,G4CT2
Jack County Generation Facility,55230,CT-1
Jack County Generation Facility,55230,CT-2
Jack County Generation Facility,55230,CT-3
Jack County Generation Facility,55230,CT-4
Liberty Electric Power Plant,55231,0001
Liberty Electric Power Plant,55231,0002
Marshall County,55232,CT1
Marshall County,55232,CT2
Marshall County,55232,CT3
Marshall County,55232,CT4
Marshall County,55232,CT5
Marshall County,55232,CT6
Marshall County,55232,CT7
Marshall County,55232,CT8
Handsome Lake Energy,55233,EU-1A
Handsome Lake Energy,55233,EU-1B
Handsome Lake Energy,55233,EU-2A
Handsome Lake Energy,55233,EU-2B
Handsome Lake Energy,55233,EU-3A
Handsome Lake Energy,55233,EU-3B
Handsome Lake Energy,55233,EU-4A
Handsome Lake Energy,55233,EU-4B
Handsome Lake Energy,55233,EU-5A
Handsome Lake Energy,55233,EU-5B
Audrain Power Plant,55234,CT1
Audrain Power Plant,55234,CT2
Audrain Power Plant,55234,CT3
Audrain Power Plant,55234,CT4
Audrain Power Plant,55234,CT5
Audrain Power Plant,55234,CT6
Audrain Power Plant,55234,CT7
Audrain Power Plant,55234,CT8
"Lee County Generating Station, LLC",55236,CT1
"Lee County Generating Station, LLC",55236,CT2
"Lee County Generating Station, LLC",55236,CT3
"Lee County Generating Station, LLC",55236,CT4
"Lee County Generating Station, LLC",55236,CT5
"Lee County Generating Station, LLC",55236,CT6
"Lee County Generating Station, LLC",55236,CT7
"Lee County Generating Station, LLC",55236,CT8
Shelby County,55237,SCE1
Shelby County,55237,SCE2
Shelby County,55237,SCE3
Shelby County,55237,SCE4
Shelby County,55237,SCE5
Shelby County,55237,SCE6
Shelby County,55237,SCE7
Shelby County,55237,SCE8
Rockford Energy Center,55238,0001
Rockford Energy Center,55238,0002
"Red Oak Power, LLC",55239,1
"Red Oak Power, LLC",55239,2
"Red Oak Power, LLC",55239,3
Hog Bayou Energy Center,55241,COG01
Santa Rosa Energy Center,55242,CT-1
Doyle Energy Facility,55244,CTG-2
Doyle Energy Facility,55244,CTG-3
Doyle Energy Facility,55244,CTG-4
Doyle Energy Facility,55244,CTG-5
Darby Electric Generating Station,55247,CT1
Darby Electric Generating Station,55247,CT2
Darby Electric Generating Station,55247,CT3
Darby Electric Generating Station,55247,CT4
Darby Electric Generating Station,55247,CT5
Darby Electric Generating Station,55247,CT6
Tait Electric Generating Station,55248,CT4
Tait Electric Generating Station,55248,CT5
Tait Electric Generating Station,55248,CT6
Tait Electric Generating Station,55248,CT7
University Park Energy,55250,UP1
University Park Energy,55250,UP10
University Park Energy,55250,UP11
University Park Energy,55250,UP12
University Park Energy,55250,UP2
University Park Energy,55250,UP3
University Park Energy,55250,UP4
University Park Energy,55250,UP5
University Park Energy,55250,UP6
University Park Energy,55250,UP7
University Park Energy,55250,UP8
University Park Energy,55250,UP9
Gleason Combustion Turbine Plant,55251,CTG-1
Gleason Combustion Turbine Plant,55251,CTG-2
Gleason Combustion Turbine Plant,55251,CTG-3
Crete Energy Park,55253,GT1
Crete Energy Park,55253,GT2
Crete Energy Park,55253,GT3
Crete Energy Park,55253,GT4
"Whiting Clean Energy, Inc.",55259,CT1
"Whiting Clean Energy, Inc.",55259,CT2
AMP-Ohio Gas Turbines Bowling Green,55262,CT1
AMP-Ohio Gas Turbines Galion,55263,CT1
AMP-Ohio Gas Turbines Napoleon,55264,CT1
Edward L Addison Generating Plant,55267,1
Edward L Addison Generating Plant,55267,2
Edward L Addison Generating Plant,55267,3
Edward L Addison Generating Plant,55267,4
Southaven Combined Cycle Plant,55269,AA-001
Southaven Combined Cycle Plant,55269,AA-002
Southaven Combined Cycle Plant,55269,AA-003
Jackson Generating Station,55270,7EA
Jackson Generating Station,55270,LM1
Jackson Generating Station,55270,LM2
Jackson Generating Station,55270,LM3
Jackson Generating Station,55270,LM4
Jackson Generating Station,55270,LM5
Jackson Generating Station,55270,LM6
Lindsay Hill Generating Station,55271,CT1
Lindsay Hill Generating Station,55271,CT2
Lindsay Hill Generating Station,55271,CT3
Ceredo Generating Station,55276,01
Ceredo Generating Station,55276,02
Ceredo Generating Station,55276,03
Ceredo Generating Station,55276,04
Ceredo Generating Station,55276,05
Ceredo Generating Station,55276,06
Aurora,55279,AGS01
Aurora,55279,AGS02
